country,year,iso,Category,Income (net),id,gdp_ppp_pc_usd2011,avg_gdp,loggdp,population,TFP_yoy,Primary_prct,Secondary_prct,Tertiary_prct,gini
Argentina,1994,arg,q3,13.41239231,Argentina1994,14.514,9.671631579,2.675113701,68960783,1.221496607,0.386072215,0.299582644,0.100009766,0.4351585
Argentina,1995,arg,q3,13.38527447,Argentina1995,13.927,8.825527778,2.633829402,69822982,1.203579086,0.38420036,0.304649728,0.103192429,0.442413222
Argentina,1996,arg,q3,13.41569895,Argentina1996,14.5215,8.215204545,2.67563031,70666058,1.246513484,0.381472306,0.308771924,0.107084331,0.443911208
Argentina,1997,arg,q3,13.01628287,Argentina1997,15.5175,9.307736842,2.741968419,71491405,1.326768018,0.378744251,0.31289412,0.110976233,0.453019605
Argentina,1998,arg,q3,13.15110869,Argentina1998,15.934,8.698522727,2.768455191,72305038,1.320864923,0.376016197,0.317016316,0.114868134,0.45295701
Argentina,1999,arg,q3,12.34315728,Argentina1999,15.2235,8.431131579,2.722840287,73115288,1.218484153,0.373288142,0.321138512,0.118760036,0.472945346
Argentina,2000,arg,q3,12.68816375,Argentina2000,14.9375,9.452444444,2.70387483,73928248,1.175785154,0.370560088,0.325260708,0.122651938,0.470287356
Argentina,2001,arg,q3,12.88,Argentina2001,14.123,8.752136364,2.647804674,74747153,1.101015298,0.367190767,0.329818709,0.125976793,0.477
Argentina,2002,arg,q3,13.535,Argentina2002,12.447,8.964846154,2.52147963,75571114,0.888781056,0.363821447,0.33437671,0.129301648,0.47482
Argentina,2003,arg,q3,13.2,Argentina2003,13.4,9.54248,2.595254707,76397247,0.979567341,0.360452126,0.338934711,0.132626504,0.44792
Argentina,2004,arg,q3,14.045,Argentina2004,14.499,10.6051,2.674079682,38491968,0.994420456,0.357082806,0.343492712,0.135951359,0.4264
Argentina,2005,arg,q3,14.125,Argentina2005,15.619,11.20794444,2.748488122,38892924,1.083252296,0.353713485,0.348050713,0.139276214,0.41818
Argentina,2006,arg,q3,14.105,Argentina2006,16.706,12.19429167,2.815767936,39289876,1.181605358,0.349359512,0.352461364,0.142442082,0.41968
Argentina,2007,arg,q3,14.25,Argentina2007,18.03,12.68722222,2.892037037,39684304,1.275129687,0.34500554,0.356872015,0.14560795,0.41664
Argentina,2008,arg,q3,14.57,Argentina2008,18.576,12.736,2.921870425,40080160,1.345786359,0.340651567,0.361282665,0.148773818,0.40099
Argentina,2009,arg,q3,14.785,Argentina2009,17.2355,12.6595,2.84697121,81282191,1.316659686,0.336297595,0.365693316,0.151939686,0.39632
Argentina,2010,arg,q3,14.7,Argentina2010,18.862,12.52243103,2.937149316,40895752,1.367949609,0.331943622,0.370103967,0.155105554,0.39625
Argentina,2011,arg,q3,14.395,Argentina2011,19.789,13.77528846,2.985126228,41320496,1.464370682,0.326815388,0.376795799,0.192394808,0.38726
Argentina,2012,arg,q3,15.125,Argentina2012,19.382,14.0893,2.9643448,41755188,1.43864173,0.321687153,0.38348763,0.229684061,0.37425
Argentina,2013,arg,q3,15.465,Argentina2013,19.641,14.79328846,2.977619218,42196036,1.434160817,0.316558919,0.390179462,0.266973315,0.37095
Argentina,2014,arg,q3,15.03,Argentina2014,18.949,14.10641071,2.94175116,42637508,1.444709266,0.311430684,0.396871293,0.304262568,0.37667
Armenia,1996,arm,q3,11.67999931,Armenia1996,2.337,8.215204545,0.848868056,6336428,0.517383172,0.066216927,0.724397319,0.182537665,0.484020025
Armenia,2003,arm,q3,13.51,Armenia2003,4.207,9.54248,1.436749805,6035744,1.209994811,0.046098898,0.748225682,0.191134954,0.43504
Australia,1981,aus,q3,16.895,Australia1981,26.636,21.16014286,3.282263684,29615735,1.132791184,0.223299235,0.609777611,0.150763079,0.29311
Australia,1985,aus,q3,16.625,Australia1985,28.413,22.1245,3.346846787,31393315,1.122787004,0.189411326,0.61812834,0.177298148,0.30329
Australia,1989,aus,q3,16.615,Australia1989,31.24,20.965875,3.441699325,33506282,1.104600957,0.159723812,0.623318843,0.202900234,0.30906
Australia,1995,aus,q3,16.67,Australia1995,30.4745,24.03834091,3.416890268,36069825,1.152720003,0.123215152,0.623914679,0.240257595,0.30478
Australia,2001,aus,q3,16.45,Australia2001,35.929,22.8632,3.581544769,38463209,1.293176937,0.094661091,0.621168025,0.273159458,0.31242
Australia,2003,aus,q3,16.46,Australia2003,37.712,31.59951923,3.629978346,19624162,1.323950383,0.086194154,0.620333736,0.283062327,0.31222
Australia,2004,aus,q3,16.415,Australia2004,38.6705,33.93625758,3.655077035,39828083,1.325356979,0.081960686,0.619916591,0.288013761,0.30793
Australia,2008,aus,q3,15.92,Australia2008,41.214,36.41728788,3.718778004,42674785,1.255794669,0.066685835,0.615819255,0.308684827,0.3275
Australia,2010,aus,q3,16.12,Australia2010,41.3315,35.02823684,3.721624921,44274752,1.180717216,0.059324914,0.613365793,0.319164582,0.32205
Australia,2014,aus,q3,16.09,Australia2014,43.5615,36.31722727,3.774173733,47071094,1.16234653,0.047159892,0.595646481,0.636582074,0.32399
Austria,1987,aut,q3,18.57,Austria1987,26.55,23.46523077,3.279029748,15278703,1.244522487,0.248319836,0.62825358,0.12343569,0.2162
Austria,1994,aut,q3,16.97,Austria1994,32.918,25.90496667,3.494019621,7947215,1.262680486,0.193712692,0.652680309,0.153604176,0.2908
Austria,1995,aut,q3,17.87,Austria1995,33.615,24.03834091,3.514972396,7990113,1.272961383,0.186084093,0.656096594,0.157804067,0.28532
Austria,1997,aut,q3,17.27,Austria1997,34.938,25.42711765,3.553575062,8032873,1.321744474,0.174235409,0.661085401,0.164681992,0.28116
Austria,2000,aut,q3,17.5,Austria2000,38.567,30.18008621,3.652396989,8069276,1.445015143,0.156462382,0.668568612,0.17499888,0.26944
Austria,2003,aut,q3,17.38,Austria2003,39.552,31.59951923,3.677616262,8175855,1.399346177,0.140385054,0.673122321,0.186478558,0.27336
Austria,2004,aut,q3,17.195,Austria2004,40.431,33.93625758,3.699596817,8216810,1.445958604,0.135025944,0.674640224,0.190305117,0.2776
Austria,2005,aut,q3,17.48,Austria2005,41.154,33.58915,3.717321128,8253656,1.457495313,0.129666835,0.676158127,0.194131676,0.26756
Austria,2006,aut,q3,17.2,Austria2006,42.412,34.70828125,3.747431341,8285345,1.485255615,0.125091769,0.676535781,0.198326582,0.27448
Austria,2007,aut,q3,17.33,Austria2007,43.848,36.76542857,3.780729108,16625515,1.513181308,0.120516703,0.676913434,0.202521488,0.28463
Austria,2008,aut,q3,17.51,Austria2008,44.343,36.41728788,3.791954861,16679979,1.495655877,0.115941636,0.677291088,0.206716393,0.2819
Austria,2009,aut,q3,17.35,Austria2009,42.514,34.04583333,3.749833433,16742696,1.393462557,0.11136657,0.677668741,0.210911299,0.29168
Austria,2010,aut,q3,17.44,Austria2010,43.096,35.02823684,3.763430185,16819894,1.42597674,0.106791504,0.678046395,0.215106205,0.2818
Austria,2011,aut,q3,17.39,Austria2011,44.1105,34.96064063,3.786697849,16913365,1.48097815,0.102987608,0.676918024,0.268011655,0.28662
Austria,2012,aut,q3,17.51,Austria2012,44.1335,35.08127273,3.787219131,17019778,1.483454492,0.099183712,0.675789653,0.320917105,0.28358
Austria,2013,aut,q3,17.2,Austria2013,43.8505,35.49084722,3.780786121,17133973,1.511254116,0.095379816,0.674661282,0.373822556,0.28617
Austria,2014,aut,q3,17.47,Austria2014,43.8475,36.31722727,3.780717705,17248425,1.540516229,0.09157592,0.673532911,0.426728006,0.2831
Austria,2015,aut,q3,17.65,Austria2015,44.07,36.63575806,3.785779279,17357324,1.570326198,0.087772024,0.67240454,0.479633456,0.28274
Belarus,1993,blr,q3,18.47,Belarus1993,6.919,8.490115385,1.934271251,20335643,0.729786721,0.170284333,0.643579089,0.151064889,0.20174
Belarus,1995,blr,q3,17.77342568,Belarus1995,5.5055,8.825527778,1.705747593,20219914,0.50965229,0.155608592,0.658045472,0.156286899,0.254243442
Belarus,1996,blr,q3,17.27,Belarus1996,5.66,8.215204545,1.733423892,10109072,0.545603249,0.148717121,0.664663914,0.158526376,0.24919
Belarus,1997,blr,q3,17.82,Belarus1997,6.328,9.307736842,1.84498423,10073061,0.648460985,0.141825651,0.671282355,0.160765853,0.23018
Belarus,1998,blr,q3,17.29,Belarus1998,6.9085,8.698522727,1.932752538,20003047,0.740362386,0.13493418,0.677900797,0.16300533,0.24462
Belarus,1999,blr,q3,17.4,Belarus1999,7.1765,8.431131579,1.970811799,19911373,0.78365708,0.12804271,0.684519238,0.165244807,0.2443
Belarus,2000,blr,q3,18.03,Belarus2000,7.633,9.452444444,2.032480953,19805244,0.855887487,0.121151239,0.69113768,0.167484284,0.22444
Belarus,2001,blr,q3,17.89,Belarus2001,8.043,8.752136364,2.084802148,19684360,0.921771217,0.115138346,0.696372425,0.169596086,0.22646
Belarus,2002,blr,q3,17.75,Belarus2002,8.5055,8.964846154,2.140713013,19553064,1.002345339,0.109125452,0.70160717,0.171707888,0.22874
Belarus,2003,blr,q3,18.05,Belarus2003,9.1675,9.54248,2.215664621,19419289,1.115416618,0.103112559,0.706841914,0.17381969,0.2221
Belgium,1985,bel,q3,18.15,Belgium1985,24.569,22.1245,3.201485486,19833155,1.494901115,0.272530695,0.530409604,0.134786499,0.23466
Belgium,1988,bel,q3,18.1,Belgium1988,26.66,18.42428571,3.283164315,19918031,1.619834986,0.251357551,0.542375525,0.148060589,0.23576
Belgium,1992,bel,q3,18.31,Belgium1992,31.339,22.93646154,3.444863328,20156199,1.59577762,0.22462989,0.557228722,0.165372292,0.22796
Belgium,1995,bel,q3,17.66,Belgium1995,32.455,24.03834091,3.479854514,10186304,1.599612188,0.205711543,0.567542597,0.178065755,0.26178
Belgium,1997,bel,q3,17.94,Belgium1997,34.07,25.42711765,3.528417232,10223785,1.63341976,0.194195829,0.573882911,0.185901034,0.24962
Belgium,2000,bel,q3,16.25,Belgium2000,37.077,30.18008621,3.612996831,10282046,1.629392394,0.176922259,0.583393382,0.197653952,0.2969
Belgium,2003,bel,q3,17.87,Belgium2003,37.834,31.59951923,3.633208169,10419029,1.611670592,0.160528586,0.591677183,0.209962829,0.26236
Belgium,2004,bel,q3,17.14,Belgium2004,38.981,33.93625758,3.663074348,20960235,1.629020956,0.155064029,0.59443845,0.214065788,0.2796
Belgium,2005,bel,q3,17.33,Belgium2005,39.545,33.58915,3.677439264,21093771,1.60694933,0.149599471,0.597199717,0.218168747,0.27018
Belgium,2006,bel,q3,17.72,Belgium2006,40.259,34.70828125,3.695333581,21239051,1.63242728,0.144787869,0.599431314,0.222047036,0.26104
Belgium,2007,bel,q3,17.41,Belgium2007,41.3435,36.76542857,3.721915214,21395411,1.628708537,0.139976266,0.601662912,0.225925325,0.27036
Belgium,2008,bel,q3,17.57,Belgium2008,41.353,36.41728788,3.72214497,21557937,1.596047394,0.135164664,0.603894509,0.229803615,0.26314
Belgium,2009,bel,q3,17.68,Belgium2009,40.1195,34.04583333,3.6918625,21720224,1.508749954,0.130353061,0.606126107,0.233681904,0.26476
Belgium,2010,bel,q3,17.8,Belgium2010,40.924,35.02823684,3.711716688,21877474,1.520076711,0.125541459,0.608357704,0.237560193,0.26302
Belgium,2011,bel,q3,17.96,Belgium2011,41.3775,34.96064063,3.722737255,22026943,1.519323916,0.121022784,0.608084848,0.296990346,0.26094
Belgium,2012,bel,q3,18,Belgium2012,41.2085,35.08127273,3.718644546,22168905,1.507698335,0.116504109,0.607811992,0.356420498,0.256
Belgium,2013,bel,q3,18.04,Belgium2013,41.0385,35.49084722,3.71451065,22305520,1.522832566,0.111985433,0.607539137,0.415850651,0.25782
Belgium,2014,bel,q3,17.84,Belgium2014,41.3035,36.31722727,3.720947242,22440386,1.516363363,0.107466758,0.607266281,0.475280803,0.26142
Belgium,2015,bel,q3,18.09,Belgium2015,41.77,36.63575806,3.732178379,22575871,1.519852263,0.102948083,0.606993425,0.534710956,0.25824
Belize,1993,blz,q3,10.04,Belize1993,6.445,8.490115385,1.863304636,197625,1.400848459,0.380059048,0.232431838,0.067091238,0.52938
Belize,1994,blz,q3,9.75,Belize1994,6.325,9.671631579,1.844510035,201679,1.297709165,0.378637119,0.235625201,0.07025448,0.53322
Belize,1996,blz,q3,10.68,Belize1996,6.095,8.215204545,1.807468763,213660,1.150919278,0.373766688,0.245016601,0.076630352,0.50516
Belize,1997,blz,q3,10.21,Belize1997,6.086,9.307736842,1.805991051,221575,1.12114684,0.370318185,0.251214636,0.079842983,0.53286
Belize,1998,blz,q3,11.27,Belize1998,6.075,8.698522727,1.804181989,230248,1.129823042,0.366869683,0.257412672,0.083055613,0.49598
Belize,1999,blz,q3,12.01,Belize1999,6.367,8.431131579,1.851128401,238979,1.187402318,0.36342118,0.263610707,0.086268244,0.48282
Bolivia,1989,bol,q3,11.9,Bolivia1989,3.597,2.672166667,1.280100165,6723046,0.762908452,0.164297254,0.3426067,0.077267999,0.4826
Bolivia,1991,bol,q3,14.53,Bolivia1991,3.816,3.823722222,1.339202754,7011456,0.687716989,0.165152785,0.357120846,0.082209052,0.39012
Bolivia,1992,bol,q3,12.17075614,Bolivia1992,3.806,3.35275,1.336578769,14292624,0.655566011,0.165348921,0.365124857,0.084597965,0.463394502
Bolivia,1994,bol,q3,12,Bolivia1994,4.001,3.063071429,1.38654433,7418861,0.644106605,0.165741192,0.381132878,0.089375792,0.4664
Bolivia,1997,bol,q3,10.73304185,Bolivia1997,4.3055,3.033375,1.459893275,31550018,0.649576825,0.165540896,0.405796046,0.096628778,0.526847342
Bolivia,1999,bol,q3,11.53715781,Bolivia1999,4.367,3.475291667,1.474076275,32805203,0.607607619,0.165144465,0.422455204,0.101492849,0.526576137
Bolivia,2000,bol,q3,9.868900323,Bolivia2000,4.3915,4.250115385,1.479670854,33436806,0.593654555,0.164946249,0.430784783,0.103924885,0.565673476
Bolivia,2001,bol,q3,11.035,Bolivia2001,4.3825,3.68140625,1.477619338,17076619,0.57573517,0.163757103,0.438267806,0.107030622,0.53516
Bolivia,2002,bol,q3,10.72,Bolivia2002,4.4085,3.86134375,1.483534496,17396167,0.569605643,0.162567957,0.445750828,0.110136359,0.54524
Bolivia,2004,bol,q3,11.46,Bolivia2004,4.524,3.876807692,1.509396558,9069044,0.564537373,0.160189665,0.460716873,0.116347834,0.49837
Bolivia,2005,bol,q3,10.29,Bolivia2005,4.668,4.179205882,1.540730714,18357710,0.582575174,0.159000519,0.468199896,0.119453571,0.55415
Bolivia,2006,bol,q3,11.02,Bolivia2006,4.8075,4.436794118,1.570177198,18678783,0.596354502,0.157461908,0.475087841,0.122755596,0.53382
Bolivia,2007,bol,q3,11.32,Bolivia2007,4.942,5.181375,1.597770108,18999882,0.604866258,0.155923296,0.481975786,0.12605762,0.51596
Bolivia,2008,bol,q3,12.99,Bolivia2008,5.1585,4.947625,1.64064584,19321312,0.627581152,0.154384685,0.488863732,0.129359645,0.46777
Bolivia,2009,bol,q3,13.575,Bolivia2009,5.2445,5.260633333,1.657179908,19643538,0.619627039,0.152846073,0.495751677,0.132661669,0.46021
Bolivia,2011,bol,q3,14.19,Bolivia2011,5.562,5.92246875,1.715957756,20291294,0.631460561,0.149910014,0.507014389,0.171495593,0.431
Bolivia,2012,bol,q3,14.43,Bolivia2012,5.7545,5.534715686,1.749982157,20616681,0.639226117,0.148512566,0.511389156,0.207027492,0.43483
Bolivia,2013,bol,q3,14.025,Bolivia2013,6.05,5.705392857,1.800058272,20942639,0.646450929,0.147115117,0.515763924,0.24255939,0.44106
Bolivia,2014,bol,q3,14.01,Bolivia2014,6.2825,5.75959375,1.83776799,21268676,0.653783519,0.145717669,0.520138691,0.278091289,0.43701
Bolivia,2015,bol,q3,14.325,Bolivia2015,6.488,6.039125,1.869954317,21594437,0.661233849,0.144320221,0.524513458,0.313623188,0.42477
Brazil,1981,bra,q3,10.47,Brazil1981,9.986,8.0514,2.301184112,247601236,1,0.239855893,0.26205831,0.038281858,0.52612
Brazil,1982,bra,q3,10.32,Brazil1982,9.829,9.829,2.2853372,253445685,0.931077954,0.239093794,0.269400226,0.040699088,0.53018
Brazil,1983,bra,q3,10.02,Brazil1983,9.332,7.3055,2.233449354,259331137,0.830934882,0.238331694,0.276742143,0.043116317,0.53522
Brazil,1984,bra,q3,10.2,Brazil1984,9.636,7.807,2.265506085,265184244,0.844029431,0.237569595,0.284084059,0.045533547,0.52952
Brazil,1985,bra,q3,11.03,Brazil1985,10.185,6.68,2.32091605,270950361,0.889512333,0.236807495,0.291425976,0.047950776,0.50942
Brazil,1986,bra,q3,10.32,Brazil1986,10.729,8.318428571,2.372950356,276608392,0.934465289,0.236432409,0.298066006,0.050186346,0.52968
Brazil,1987,bra,q3,10.07,Brazil1987,10.885,9.018666667,2.387385695,282165104,0.910706245,0.236057324,0.304706036,0.052421917,0.54048
Brazil,1988,bra,q3,9.55,Brazil1988,10.662,8.067166667,2.366686018,287629046,0.850423971,0.235682238,0.311346065,0.054657487,0.5554
Brazil,1989,bra,q3,8.92,Brazil1989,10.797,9.328083333,2.379268318,586404263,0.8320686,0.235307153,0.317986095,0.056893058,0.56994
Brazil,1990,bra,q3,9.599699861,Brazil1990,10.3295,8.6083,2.335003879,597059651,0.729606946,0.234932067,0.324626125,0.059128628,0.549461612
Brazil,1992,bra,q3,12.25,Brazil1992,10.083,9.583857143,2.310850837,617952210,0.646564994,0.234932452,0.338074809,0.062735127,0.48886
Brazil,1993,bra,q3,9.886740417,Brazil1993,10.38,8.490115385,2.339880878,628247134,0.66457512,0.234932645,0.344799152,0.064538376,0.544643334
Brazil,1995,bra,q3,9.739231024,Brazil1995,11.0525,8.825527778,2.402656647,648909724,0.698942225,0.23493303,0.358247836,0.068144875,0.548614162
Brazil,1996,bra,q3,9.525418108,Brazil1996,11.118,8.215204545,2.408565417,659354606,0.713922485,0.234639825,0.365390845,0.069613961,0.55426106
Brazil,1997,bra,q3,10.05,Brazil1997,11.3165,9.307736842,2.426261838,334754204,0.715368843,0.23434662,0.372533853,0.071083047,0.54192
Brazil,1998,bra,q3,10.05,Brazil1998,11.1805,8.698522727,2.414171189,339955888,0.688673447,0.234053414,0.379676862,0.072552133,0.53942
Brazil,1999,bra,q3,9.520067508,Brazil1999,11.066,8.431131579,2.403877344,690596401,0.655504048,0.233760209,0.38681987,0.074021219,0.552040297
Brazil,2001,bra,q3,10.415,Brazil2001,11.387,8.752136364,2.432472354,354946718,0.661156876,0.231934407,0.401052529,0.077213117,0.52562
Brazil,2002,bra,q3,10.52,Brazil2002,11.58,8.964846154,2.449279472,359688541,0.651826153,0.23040181,0.408142178,0.078935929,0.52169
Brazil,2003,bra,q3,10.865,Brazil2003,11.564,9.54248,2.447896824,727909893,0.642551044,0.228869214,0.415231828,0.08065874,0.51476
Brazil,2004,bra,q3,10.95,Brazil2004,12.082,10.6051,2.491716742,368744938,0.664390556,0.227336617,0.422321477,0.082381552,0.50788
Brazil,2005,bra,q3,10.64,Brazil2005,12.3255,11.20794444,2.511670287,373044465,0.668244641,0.22580402,0.429411127,0.084104364,0.50681
Brazil,2006,bra,q3,11.44333333,Brazil2006,12.6735,12.19429167,2.539513199,377179772,0.681681826,0.22407303,0.435477367,0.086021329,0.495773333
Brazil,2007,bra,q3,11.355,Brazil2007,13.3025,12.68722222,2.587951987,381157069,0.722163202,0.22234204,0.441543607,0.087938294,0.49739
Brazil,2008,bra,q3,11.765,Brazil2008,13.84,12.736,2.62756295,385009381,0.739348569,0.220611049,0.447609846,0.089855258,0.48912
Brazil,2009,bra,q3,11.96333333,Brazil2009,13.6885,12.6595,2.616556064,776555484,0.70800975,0.218880059,0.453676086,0.091772223,0.480046667
Brazil,2011,bra,q3,12.51666667,Brazil2011,15.0175,13.77528846,2.709216188,396201232,0.744797736,0.214067339,0.466132837,0.117343771,0.472066667
Brazil,2012,bra,q3,12.25,Brazil2012,15.1665,14.0893,2.719089048,399848279,0.735166475,0.210985609,0.472523348,0.140998354,0.47544
Brazil,2013,bra,q3,12.68,Brazil2013,15.483,14.79328846,2.739742648,403444536,0.749198691,0.207903879,0.478913859,0.164652938,0.46756
Brazil,2014,bra,q3,12.525,Brazil2014,15.426,14.10641071,2.736054398,406976877,0.764408164,0.204822149,0.48530437,0.188307521,0.46824
Brazil,2015,bra,q3,12.68,Brazil2015,14.7535,14.2648913,2.691480343,410433868,0.775451125,0.201740419,0.491694881,0.211962104,0.46611
Bulgaria,1992,bgr,q3,16.89000149,Bulgaria1992,7.931,9.583857143,2.070779131,17352622,1.041371702,0.102742795,0.694425625,0.166305507,0.285509997
Bulgaria,1993,bgr,q3,16.69,Bulgaria1993,7.905,8.490115385,2.067495471,8575889,1.137997622,0.098876383,0.696873402,0.168995302,0.29302
Bulgaria,1994,bgr,q3,15.82,Bulgaria1994,8.145,9.671631579,2.097404242,16949491,1.170779616,0.09500997,0.69932118,0.171685096,0.32494
Bulgaria,1995,bgr,q3,15.52,Bulgaria1995,8.473,8.825527778,2.136884637,16758485,1.181637419,0.091143557,0.701768957,0.174374891,0.33854
Bulgaria,1996,bgr,q3,16.1,Bulgaria1996,8.623,8.215204545,2.154433052,8291872,1.004430789,0.087766991,0.702928543,0.177460337,0.31808
Bulgaria,1997,bgr,q3,16.19,Bulgaria1997,8.612,9.307736842,2.15315658,16423530,0.997541831,0.084390425,0.704088129,0.180545783,0.31784
Bulgaria,1998,bgr,q3,16.77,Bulgaria1998,9.243,8.698522727,2.223866508,8137564,1.078088451,0.08101386,0.705247715,0.183631228,0.29854
Bulgaria,1999,bgr,q3,17.25,Bulgaria1999,8.54,8.431131579,2.144761008,8066883,1.153580852,0.077637294,0.706407301,0.186716674,0.2871
Bulgaria,2000,bgr,q3,17.39,Bulgaria2000,9.024,9.452444444,2.199887695,15995738,1.306423307,0.074260728,0.707566887,0.18980212,0.2865
Bulgaria,2001,bgr,q3,17.32,Bulgaria2001,9.443,8.752136364,2.245273726,15861246,1.471617557,0.071866185,0.70741052,0.192883648,0.2919
Bulgaria,2002,bgr,q3,16.42,Bulgaria2002,10.086,8.964846154,2.311148324,15732328,1.542385709,0.069471642,0.707254153,0.195965177,0.31708
Bulgaria,2003,bgr,q3,16.94,Bulgaria2003,10.6905,9.54248,2.369355497,15608187,1.59792611,0.0670771,0.707097786,0.199046705,0.29962
